""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"140"	"JAK-STAT signaling pathway"	148	3.3078	0.65019	1	-0.86225	0.44493	0.80246	33.398	0.053198	0.093174	90	22.044	0.55228	0.74706	58	25.892	0.0043608	0.03003
"141"	"Kaposi sarcoma-associated herpesvirus infection"	166	6.5891	0.312	0.93362	-5.2127	0.81092	1	36.606	0.018414	0.039017	97	27.185	0.098538	0.22792	69	24.546	0.078925	0.17584
"142"	"Legionellosis"	51	-0.39117	0.8079	1	4.0498	0.12779	0.35524	17.783	0.35552	0.43262	29	10.254	0.80252	0.92811	22	15.304	0.10071	0.21045
"143"	"Leishmaniasis"	53	1.5357	0.60847	1	0.90614	0.37189	0.73171	20.403	0.13175	0.20263	32	13.018	0.56615	0.76241	21	16.344	0.030532	0.1044
"144"	"Leukocyte transendothelial migration"	110	-0.37986	0.88638	1	6.3012	0.039441	0.1552	32.9	0.002839	0.0084334	58	21.821	0.11081	0.25055	52	24.806	0.0059205	0.039191
"145"	"Linoleic acid metabolism"	22	3.5369	0.31429	0.93362	-3.099	0.72734	1	15.194	0.082573	0.139	13	12.957	0.077783	0.19425	8	11.581	0.053899	0.14326
"146"	"Long-term depression"	59	1.9215	0.58521	1	1.2187	0.33498	0.67217	25.283	0.0080599	0.020018	31	18.527	0.047467	0.13829	28	17.207	0.066856	0.15464
"147"	"Long-term potentiation"	64	3.5258	0.44744	1	0.81498	0.35069	0.6945	27.505	0.0025437	0.0077073	34	20.551	0.015329	0.055293	30	18.295	0.048259	0.13173
"148"	"Longevity regulating pathway"	98	-5.1948	0.99	1	9.3607	0.010252	0.057523	28.666	0.037836	0.069979	42	17.416	0.2499	0.43768	56	22.839	0.055861	0.14555
"149"	"Lysine degradation"	58	-7.7962	0.99796	1	12.942	0.0007971	0.0075475	17.641	0.51184	0.59193	23	7.1459	0.92573	0.99703	35	16.916	0.21995	0.3471
"150"	"Lysosome"	120	-7.9029	0.99931	1	10.428	0.0039208	0.027628	25.945	0.45489	0.53986	46	15.425	0.58665	0.76949	74	20.878	0.57507	0.69293
"151"	"MAPK signaling pathway"	284	1.7259	0.88708	1	2.369	0.17702	0.45074	53.256	5.7026e-06	6.6458e-05	147	37.268	0.0023462	0.012695	137	38.073	0.00052117	0.0068658
"152"	"Malaria"	40	17.756	1.3913e-05	0.00046839	-16.001	0.9998	1	24.493	0.00054017	0.0024429	33	22.469	0.0012723	0.0078401	7	9.7646	0.13226	0.25047
"153"	"Mannose type O-glycan biosynthesis"	22	3.3617	0.33132	0.94706	-3.3617	0.74723	1	8.776	0.75279	0.83858	13	7.8656	0.59994	0.77102	9	4.2678	0.88488	0.93421
"154"	"Maturity onset diabetes of the young"	25	6.1932	0.13017	0.56344	-6.1932	0.89289	1	8.5795	0.84602	0.9221	21	6.8627	0.91293	0.99703	4	5.7245	0.39048	0.52419
"155"	"Measles"	124	2.9032	0.63857	1	-1.5656	0.52605	0.86626	29.707	0.10269	0.16405	71	20.664	0.43601	0.63825	53	21.523	0.098765	0.20782
"156"	"Melanogenesis"	96	7.2841	0.1594	0.62597	-3.5506	0.72818	1	32.966	0.00036309	0.0018647	55	26.087	0.0027738	0.013778	41	20.23	0.059993	0.149
"157"	"Melanoma"	70	3.3115	0.5113	1	-1.5312	0.53664	0.87894	26.275	0.013575	0.030696	41	18.692	0.13219	0.2862	29	18.597	0.03101	0.1044
"158"	"Metabolism of xenobiotics by cytochrome P450"	42	8.6299	0.047659	0.26742	-1.9299	0.6157	0.93747	26.15	0.0001149	0.00079342	25	22.103	0.000376	0.0032551	17	14.298	0.06199	0.15075
"159"	"MicroRNAs in cancer"	137	3.441	0.59875	1	0.19342	0.37822	0.73463	36.143	0.0013194	0.0045429	70	27.657	0.0066273	0.026774	67	23.414	0.12694	0.24191
"160"	"Mineral absorption"	39	8.5209	0.05469	0.29591	-6.1151	0.88978	1	20.472	0.02238	0.046131	22	19.205	0.0031694	0.014774	17	9.1611	0.65541	0.76972
"161"	"Mismatch repair"	22	-2.4866	0.8744	1	2.4866	0.24437	0.54424	5.1543	0.968	1	8	2.7874	0.91495	0.99703	14	4.3542	0.96644	0.99121
"162"	"Mitophagy"	61	-15.336	1	1	21.095	4.222e-07	1.163e-05	26.879	0.0026665	0.0079995	21	8.7637	0.76521	0.9057	40	26.844	3.9053e-05	0.0013148
"163"	"Morphine addiction"	90	23.326	7.3031e-08	5.5321e-06	-19.822	0.99998	1	33.254	0.00012319	0.00082695	69	31.415	0.00010846	0.0011737	21	11.898	0.42236	0.55401
"164"	"Mucin type O-glycan biosynthesis"	28	3.2664	0.37296	1	-0.41305	0.47702	0.84032	15.837	0.12566	0.19525	18	10.783	0.41826	0.62739	10	12.033	0.062927	0.15132
"165"	"N-Glycan biosynthesis"	48	-0.11698	0.76756	1	0.11633	0.41527	0.77671	15.912	0.51823	0.59705	22	11.659	0.43433	0.63825	26	10.895	0.73124	0.811
"166"	"NF-kappa B signaling pathway"	87	15.735	0.00084308	0.01703	-13.435	0.99666	1	31.417	0.0010356	0.0039721	59	27.841	0.00057196	0.0044437	28	14.965	0.26074	0.38395
"167"	"NOD-like receptor signaling pathway"	148	-2.8609	0.98063	1	6.6401	0.027346	0.1135	31.516	0.16034	0.23584	77	18.672	0.78608	0.91963	71	26.056	0.030251	0.1044
"168"	"Natural killer cell mediated cytotoxicity"	92	0.44236	0.79692	1	2.3916	0.2207	0.51004	24.303	0.25681	0.32971	50	15.758	0.64132	0.79671	42	18.775	0.17702	0.30134
"169"	"Necroptosis"	123	1.2368	0.76176	1	2.8144	0.20971	0.49872	26.43	0.43311	0.5223	67	17.871	0.70459	0.84914	56	19.623	0.36074	0.49684
"170"	"Neomycin, kanamycin and gentamicin biosynthesis"	5	-2.2232	0.77803	1	2.2232	0.31129	0.64165	6.4335	0.33822	0.41749	1	5.1806	0.20176	0.38207	4	4.6026	0.5564	0.67435
"171"	"Neuroactive ligand-receptor interaction"	316	29.944	7.6299e-10	1.1559e-07	-23.442	1	1	49.763	0.0031361	0.0091369	232	44.64	0.002467	0.012888	82	24.415	0.2623	0.38395
"172"	"Neurotrophin signaling pathway"	112	-8.7829	0.99973	1	13.016	0.00051184	0.0050028	36.24	0.00010048	0.0007249	46	21.056	0.045644	0.13427	66	29.631	0.00019949	0.0042199
"173"	"Nicotinate and nicotinamide metabolism"	28	5.6638	0.16738	0.64197	-4.4754	0.80829	1	12.624	0.45612	0.53986	19	10.415	0.47987	0.68586	9	7.1338	0.5496	0.67149
"174"	"Nicotine addiction"	40	22.531	1.9598e-08	1.9794e-06	-20.747	1	1	23.895	0.0010717	0.004009	34	24.765	0.00019712	0.0019267	6	2.7431	0.9021	0.9458
"175"	"Nitrogen metabolism"	3	-2.3237	0.78323	1	2.3237	0.27459	0.57777	5.5173	0.2952	0.37114	1	2.9311	0.44875	0.64748	2	4.6847	0.34704	0.48223
"176"	"Non-alcoholic fatty liver disease (NAFLD)"	138	-9.0386	0.99985	1	13.542	0.00030206	0.0033898	27.888	0.43439	0.5223	56	14.115	0.88288	0.99703	82	24.514	0.25051	0.37422
"177"	"Non-homologous end-joining"	12	-1.511	0.78399	1	5.2822	0.09259	0.27777	5.4998	0.79819	0.8859	6	2.6338	0.85112	0.98057	6	5.1441	0.63682	0.75374
"178"	"Non-small cell lung cancer"	65	-6.5069	0.99348	1	8.166	0.020044	0.088019	21.083	0.23898	0.31478	27	11.401	0.60311	0.77102	38	17.964	0.17925	0.30342
"179"	"Notch signaling pathway"	48	-1.7734	0.88097	1	1.7734	0.27402	0.57777	18.509	0.20917	0.28809	21	12.996	0.24426	0.43029	27	13.217	0.48112	0.60996
"180"	"Nucleotide excision repair"	43	-1.7327	0.85926	1	1.7327	0.299	0.62054	11.885	0.8661	0.93725	22	6.8852	0.92746	0.99703	21	9.9602	0.7038	0.80344
"181"	"Olfactory transduction"	38	12.656	0.0026635	0.036048	-9.8916	0.98417	1	22.515	0.0043759	0.012054	28	19.753	0.0085447	0.033193	10	10.835	0.13581	0.25296
"182"	"One carbon pool by folate"	18	-6.2086	0.9813	1	9.2878	0.012665	0.067041	12.687	0.16523	0.2407	5	6.4097	0.36822	0.56851	13	10.954	0.24186	0.36793
"183"	"Oocyte meiosis"	107	-0.54634	0.88919	1	3.3144	0.14894	0.39936	23.87	0.53354	0.61236	52	16.41	0.61612	0.77462	55	17.338	0.66767	0.7717
"184"	"Osteoclast differentiation"	111	5.6115	0.32803	0.9466	-2.25	0.60386	0.93351	33.547	0.0016415	0.0054062	64	24.975	0.026217	0.083619	47	22.411	0.026364	0.097419
"185"	"Other glycan degradation"	17	-2.2646	0.84125	1	2.2646	0.26794	0.57578	4.5817	0.94975	0.98632	7	2.0705	0.90946	0.99703	10	4.2415	0.89878	0.94559
"186"	"Other types of O-glycan biosynthesis"	22	2.4268	0.42735	1	-2.4268	0.67317	0.96626	10.179	0.59119	0.67091	11	9.4772	0.30699	0.50009	11	4.9175	0.90593	0.94654
"187"	"Ovarian steroidogenesis"	44	4.7763	0.27118	0.89278	-0.62602	0.49517	0.84751	21.611	0.018258	0.038958	26	16.848	0.05944	0.16313	18	13.54	0.14183	0.25733
"188"	"Oxidative phosphorylation"	101	-10.303	0.9999	1	11.603	0.00255	0.020882	19.79	0.88191	0.9442	37	8.3483	0.97451	1	64	18.514	0.71623	0.80977
"189"	"Oxytocin signaling pathway"	149	14.657	0.0040637	0.0417	-13.594	0.99696	1	38.333	0.00039919	0.0019828	96	32.196	0.0021487	0.011837	53	20.942	0.14334	0.25847
"190"	"PI3K-Akt signaling pathway"	329	11.259	0.12393	0.54423	-6.195	0.82447	1	54.937	1.1667e-05	0.00012626	189	42.621	0.00042286	0.0035591	140	34.697	0.03364	0.10783
"191"	"PPAR signaling pathway"	68	-5.7862	0.992	1	10.617	0.0034345	0.026079	24.818	0.03928	0.071268	33	12.877	0.58669	0.76949	35	22.089	0.0031266	0.024866
"192"	"Pancreatic cancer"	74	-6.3352	0.99636	1	8.3332	0.013575	0.068556	26.575	0.0146	0.032594	30	15.935	0.16279	0.33117	44	21.305	0.039948	0.11639
"193"	"Pancreatic secretion"	90	10.297	0.036092	0.21031	-6.5809	0.89066	1	31.217	0.0013811	0.0047019	52	27.671	0.000336	0.0029943	37	17.233	0.22355	0.34856
"194"	"Pantothenate and CoA biosynthesis"	17	-4.0754	0.93066	1	5.0727	0.10359	0.30265	16.002	0.01463	0.032594	5	11.523	0.022263	0.073323	12	11.609	0.15046	0.26817
"195"	"Parathyroid hormone synthesis, secretion and action"	104	7.3718	0.17426	0.66003	-3.5678	0.71045	1	34.035	0.00027798	0.0015041	56	27.936	0.00085936	0.0059946	48	19.924	0.16648	0.28661
"196"	"Parkinson disease"	111	-1.511	0.92738	1	3.2354	0.16495	0.42718	20.998	0.87845	0.94387	57	12.986	0.95174	0.99703	54	16.764	0.72915	0.811
"197"	"Pathways in cancer"	501	10.586	0.28076	0.89548	0.24093	0.27124	0.57777	72.028	1.8483e-11	5.6002e-09	280	53.63	3.1326e-06	7.3015e-05	221	48.083	4.4062e-05	0.0013351
"198"	"Pentose and glucuronate interconversions"	18	-0.2073	0.69077	1	0.20847	0.43025	0.79491	7.2193	0.80528	0.88727	9	4.8442	0.80009	0.92811	9	5.3654	0.78465	0.85829
"199"	"Pentose phosphate pathway"	27	-3.722	0.93116	1	8.7503	0.016538	0.076811	14.452	0.25269	0.32581	15	5.8951	0.86641	0.99065	12	15.087	0.010815	0.052246
"200"	"Peroxisome"	81	-5.9624	0.99481	1	10.317	0.0036349	0.026863	28.859	0.0049863	0.01349	35	17.364	0.15426	0.32235	46	23.149	0.010922	0.052246
"201"	"Pertussis"	65	2.9721	0.50958	1	-2.9123	0.66632	0.96626	21.179	0.22974	0.30834	37	15.737	0.35057	0.55324	28	14.178	0.36693	0.50082
"202"	"Phagosome"	114	0.59072	0.83297	1	4.2289	0.10388	0.30265	31.888	0.011417	0.026816	57	22.392	0.070925	0.18059	57	22.705	0.069453	0.15823
"203"	"Phenylalanine metabolism"	17	5.5922	0.13833	0.57415	-1.4681	0.59279	0.93351	19.889	0.00024989	0.0013901	10	15.888	0.0029831	0.014347	7	12.004	0.027418	0.09971
"204"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	5	1.226	0.44627	1	-1.2277	0.60103	0.93351	7.0323	0.2692	0.34417	2	6.782	0.13934	0.29816	3	3.5411	0.62707	0.74804
"205"	"Phosphatidylinositol signaling system"	95	-3.7377	0.97772	1	8.7193	0.014006	0.069572	32.254	0.0010321	0.0039721	43	20.73	0.038972	0.11809	52	24.745	0.0063117	0.039843
"206"	"Phospholipase D signaling pathway"	142	3.8029	0.58217	1	0.33217	0.34941	0.6945	40.521	2.4015e-05	0.0002079	75	30.147	0.0005256	0.004191	67	27.094	0.0059621	0.039191
"207"	"Phosphonate and phosphinate metabolism"	6	-10.097	0.99854	1	20.763	6.6859e-07	1.5583e-05	13.543	0.0059606	0.015705	1	1.9403	0.57236	0.76399	5	13.968	0.00066509	0.0083968
"208"	"Phototransduction"	24	9.0047	0.0253	0.15971	-8.9063	0.97489	1	11.995	0.43829	0.52491	18	11.641	0.3105	0.5031	6	3.8273	0.80717	0.8766
"209"	"Platelet activation"	121	-5.3642	0.99399	1	10.41	0.0046916	0.030442	32.49	0.010887	0.025843	56	19.666	0.29201	0.48317	65	26.075	0.015895	0.066893
"210"	"Porphyrin and chlorophyll metabolism"	28	0.030807	0.70559	1	2.811	0.21327	0.50093	13.935	0.29683	0.37165	10	12.4	0.058638	0.163	18	8.1382	0.81509	0.88205
"211"	"Primary bile acid biosynthesis"	16	8.5744	0.0307	0.18604	-4.8715	0.84595	1	13.772	0.072219	0.12251	13	11.557	0.16859	0.33829	3	7.7477	0.11227	0.22234
"212"	"Primary immunodeficiency"	34	14.947	0.00024769	0.0057732	-14.944	0.99954	1	19.771	0.025391	0.051291	26	19.607	0.0066187	0.026774	8	5.412	0.72435	0.80988
"213"	"Prion diseases"	32	3.4836	0.36193	0.99694	-3.4681	0.7351	1	16.319	0.15123	0.22572	17	13.606	0.11941	0.26604	15	9.3511	0.55323	0.67321
"214"	"Progesterone-mediated oocyte maturation"	85	-4.7423	0.98256	1	9.2127	0.013058	0.067059	25.267	0.10739	0.16859	38	14.948	0.44437	0.64423	47	20.538	0.10758	0.21568
"215"	"Prolactin signaling pathway"	69	-0.38596	0.82264	1	0.46667	0.37505	0.73315	22.298	0.1578	0.23323	36	15.044	0.3728	0.56851	33	16.529	0.2155	0.34186
"216"	"Propanoate metabolism"	30	-20.276	1	1	34.587	1.1102e-15	1.1213e-13	22.162	0.0008861	0.0035975	4	0.88419	0.90143	0.99703	26	23.459	3.6459e-05	0.0013148
"217"	"Prostate cancer"	94	-2.824	0.95584	1	5.7676	0.065813	0.22406	28.289	0.036891	0.069	44	18.435	0.1747	0.34597	50	21.495	0.087241	0.19155
"218"	"Proteasome"	45	-10.589	0.99969	1	10.589	0.0054768	0.033867	12.823	0.8153	0.89506	11	3.2462	0.9371	0.99703	34	12.906	0.73338	0.811
"219"	"Protein digestion and absorption"	83	22.581	4.7173e-07	2.3822e-05	-14.574	0.99857	1	39.457	3.0535e-09	1.3217e-07	57	36.767	1.9952e-10	3.6915e-08	26	16.059	0.10255	0.21283
"220"	"Protein export"	21	-3.1741	0.9079	1	3.1741	0.20035	0.48481	4.0306	0.98431	1	10	-0.16162	0.99648	1	11	5.7231	0.8425	0.90846
"221"	"Protein processing in endoplasmic reticulum"	154	-6.0425	0.99841	1	7.0948	0.025889	0.10895	21.379	0.99438	1	66	11.656	0.99385	1	88	18.188	0.97508	0.99244
"222"	"Proteoglycans in cancer"	196	6.2865	0.41579	1	-2.5548	0.57166	0.91647	45.722	1.4644e-05	0.00014791	103	35.517	9.1715e-05	0.0010688	93	28.999	0.033771	0.10783
"223"	"Proximal tubule bicarbonate reclamation"	20	4.6496	0.22262	0.77532	-1.7284	0.60138	0.93351	13.297	0.17995	0.25719	13	10.619	0.25733	0.44576	7	8.0056	0.31417	0.44119
"224"	"Purine metabolism"	122	14.441	0.0041287	0.0417	-10.581	0.98011	1	34.577	0.0011894	0.0043421	80	29.171	0.0047425	0.020528	42	18.671	0.18708	0.30975
"225"	"Pyrimidine metabolism"	53	4.9386	0.26581	0.88506	-4.3692	0.80717	1	17.249	0.46616	0.54535	33	13.52	0.50085	0.70258	20	10.714	0.5763	0.69293
"226"	"Pyruvate metabolism"	36	-14.049	0.99999	1	24.935	8.1786e-09	3.5401e-07	21.764	0.004282	0.011903	13	4.3246	0.92174	0.99703	23	23.977	1.4551e-06	0.00011022
"227"	"RIG-I-like receptor signaling pathway"	61	-0.02512	0.78643	1	0.024932	0.4115	0.77671	17.223	0.62927	0.71145	37	9.7851	0.93288	0.99703	24	15.309	0.14416	0.25847
"228"	"RNA degradation"	76	-7.7647	0.99839	1	10.762	0.0040761	0.028069	16.524	0.88499	0.9442	29	6.792	0.97692	1	47	15.677	0.71608	0.80977
"229"	"RNA polymerase"	26	-4.724	0.95774	1	7.286	0.046781	0.17429	6.0485	0.97167	1	13	-0.18984	0.99814	1	13	8.7437	0.54451	0.66796
"230"	"RNA transport"	146	-12.253	1	1	13.334	0.00041324	0.0043177	16.902	0.99991	1	49	4.6029	0.99998	1	97	17.464	0.99584	0.99997
"231"	"Rap1 signaling pathway"	199	0.80101	0.87891	1	5.3318	0.065103	0.22406	46.551	1.0147e-06	1.9215e-05	108	31.379	0.01119	0.041649	90	35.713	2.7491e-06	0.0001666
"232"	"Ras signaling pathway"	218	8.2306	0.2308	0.79468	-5.236	0.80234	1	50.616	3.3612e-08	8.487e-07	123	38.9	2.0121e-05	0.00030483	94	33.431	0.00030037	0.0046523
"233"	"Regulation of actin cytoskeleton"	208	2.2653	0.78823	1	4.2192	0.10831	0.31254	42.542	0.0014912	0.0049651	113	29.756	0.062095	0.1665	94	31.504	0.0033513	0.025386
"234"	"Regulation of lipolysis in adipocytes"	52	-0.47779	0.80121	1	4.4574	0.1235	0.34891	26.878	0.00047817	0.002229	27	17.743	0.028825	0.090979	25	20.325	0.0026308	0.021544
"235"	"Relaxin signaling pathway"	127	4.4911	0.47565	1	-1.0483	0.49052	0.84447	36.721	0.00020107	0.0011716	69	27.602	0.0068804	0.027431	58	24.232	0.023661	0.090751
"236"	"Renal cell carcinoma"	66	-9.9486	0.99971	1	13.81	0.00039521	0.0042768	25.929	0.010917	0.025843	24	13.368	0.26819	0.45652	42	22.398	0.011954	0.053297
"237"	"Renin secretion"	63	10.473	0.023627	0.15563	-8.0529	0.94608	1	28.869	0.00034341	0.0018255	41	23.858	0.0024149	0.012837	22	16.283	0.052005	0.13945
"238"	"Renin-angiotensin system"	20	3.5177	0.32401	0.9466	-0.59649	0.49852	0.84751	11.765	0.34144	0.41885	13	8.72	0.48899	0.6956	7	8.003	0.31451	0.44119
"239"	"Retinol metabolism"	35	1.6059	0.56412	1	2.8113	0.21068	0.49872	18.699	0.052321	0.09217	19	13.475	0.14072	0.29816	16	12.972	0.12184	0.23664
"240"	"Retrograde endocannabinoid signaling"	138	10.808	0.040994	0.23436	-9.5729	0.97654	1	34.277	0.012027	0.027817	81	29.105	0.0049335	0.021039	57	18.638	0.54149	0.66696
"241"	"Rheumatoid arthritis"	69	8.7277	0.07226	0.35757	-6.1633	0.88194	1	28.296	0.0013056	0.0045429	40	24.15	0.00087051	0.0059946	29	15.283	0.2573	0.38217
"242"	"Riboflavin metabolism"	8	0.86532	0.52129	1	4.0396	0.16672	0.42809	11.678	0.057078	0.099395	5	7.556	0.23837	0.42485	3	9.3157	0.036886	0.11289
"243"	"Ribosome"	126	2.6189	0.66355	1	-2.6189	0.62906	0.95303	7.8945	1	1	88	4.2925	1	1	38	7.8433	0.99764	0.99997
"244"	"Ribosome biogenesis in eukaryotes"	74	-5.9748	0.99509	1	5.9748	0.050257	0.18347	10.249	0.99947	1	29	3.4847	0.99899	1	45	10.346	0.99316	0.99997
"245"	"SNARE interactions in vesicular transport"	31	-10.127	0.99935	1	12.474	0.0016482	0.014269	15.629	0.1974	0.27596	6	6.5542	0.39755	0.59929	25	14.193	0.29491	0.4215
"246"	"Salivary secretion"	72	13.223	0.005129	0.043639	-5.6498	0.84517	1	35.89	1.7946e-07	3.884e-06	47	29.799	3.0663e-06	7.3015e-05	25	20.049	0.0035802	0.026459
"247"	"Salmonella infection"	77	-2.9956	0.94849	1	5.4152	0.082121	0.26192	23.355	0.16984	0.24466	35	15.483	0.34158	0.54473	41	18.983	0.13585	0.25296
"248"	"Selenocompound metabolism"	16	-10.85	0.99957	1	17.382	1.9448e-05	0.00032737	13.376	0.092042	0.1524	2	2.1605	0.6603	0.81001	14	13.483	0.065962	0.15464
"249"	"Serotonergic synapse"	99	13.815	0.0040499	0.0417	-10.11	0.97921	1	33.566	0.00035329	0.0018456	66	28.057	0.0018939	0.010627	33	18.46	0.068187	0.15652
"250"	"Signaling pathways regulating pluripotency of stem cells"	137	-3.6696	0.98529	1	4.9176	0.08054	0.26192	32.502	0.036885	0.069	69	19.736	0.53367	0.73501	68	26.253	0.017035	0.070708
"251"	"Small cell lung cancer"	90	-2.0973	0.93228	1	5.2598	0.088717	0.27172	26.727	0.065572	0.11225	42	17.765	0.21509	0.39281	48	19.98	0.16134	0.28095
"252"	"Sphingolipid metabolism"	46	-1.0369	0.82759	1	2.9614	0.2016	0.48481	18.545	0.18896	0.26755	22	12.174	0.36685	0.56851	24	14.019	0.27674	0.40121
"253"	"Sphingolipid signaling pathway"	117	-1.9061	0.94497	1	6.7906	0.033898	0.13515	36.02	0.00011522	0.00079342	51	25.901	0.0027199	0.013736	66	25.189	0.031736	0.10567
"254"	"Spliceosome"	127	-6.1912	0.997	1	6.1912	0.05444	0.19637	12.796	1	1	49	6.2682	0.99977	1	78	11.36	0.99997	0.99997
"255"	"Staphylococcus aureus infection"	37	3.0692	0.42236	1	4.2061	0.13448	0.37044	21.206	0.010648	0.025605	23	13.989	0.18262	0.35932	14	16.544	0.0043254	0.03003
"256"	"Starch and sucrose metabolism"	24	-1.7743	0.84561	1	2.3167	0.24608	0.54424	15.883	0.072376	0.12251	11	10.4	0.21013	0.38823	13	12.014	0.13792	0.25481
"257"	"Steroid biosynthesis"	18	-17.828	1	1	36.303	0	0	26.617	8.2642e-09	2.7823e-07	4	7.1855	0.19834	0.38035	14	26.34	2.7081e-10	8.2055e-08
"258"	"Steroid hormone biosynthesis"	36	-1.2302	0.81982	1	5.5856	0.087643	0.27172	16.008	0.23205	0.30838	18	10.197	0.49622	0.69932	18	12.443	0.25071	0.37422
"259"	"Sulfur metabolism"	8	-12	0.99975	1	21.237	5.9155e-07	1.4937e-05	14.094	0.009278	0.02249	1	0.43922	0.74339	0.8868	7	14.901	0.0015358	0.015011
"260"	"Sulfur relay system"	8	-6.0858	0.97167	1	10.705	0.0066566	0.038788	6.3742	0.54807	0.62431	2	0.02604	0.86531	0.99065	6	7.3453	0.30324	0.42936
"261"	"Synaptic vesicle cycle"	76	2.4113	0.59196	1	5.3641	0.077964	0.25677	26.825	0.015623	0.034056	41	18.947	0.11506	0.25825	35	19.023	0.058042	0.14708
"262"	"Synthesis and degradation of ketone bodies"	9	-9.255	0.99599	1	22.319	2.4706e-07	7.4858e-06	17.057	0.00067699	0.0029729	3	3.5518	0.58918	0.76949	6	18.379	6.1271e-07	8.3381e-05
"263"	"Systemic lupus erythematosus"	31	6.4608	0.12169	0.54225	-5.5624	0.86732	1	18.573	0.034342	0.065034	20	15.123	0.069487	0.17918	11	10.788	0.17045	0.29179
"264"	"T cell receptor signaling pathway"	98	3.4187	0.5253	1	-3.1135	0.6815	0.96945	31.988	0.0021983	0.0068386	56	22.861	0.060938	0.16486	42	22.465	0.011208	0.052246
"265"	"TGF-beta signaling pathway"	87	6.3812	0.23466	0.79889	-5.2157	0.82053	1	27.198	0.0407	0.073406	48	22.299	0.031787	0.099293	39	15.885	0.45917	0.58534
"266"	"TNF signaling pathway"	107	7.0983	0.2045	0.72109	-4.0041	0.73821	1	31.547	0.0078821	0.019738	62	24.751	0.021012	0.069969	45	19.593	0.15867	0.2779
"267"	"Taste transduction"	52	10.916	0.016594	0.12892	-7.0354	0.91861	1	22.718	0.025053	0.050946	39	17.78	0.16304	0.33117	13	14.64	0.019939	0.079494
"268"	"Taurine and hypotaurine metabolism"	11	7.0425	0.063235	0.32475	-6.0467	0.89992	1	9.9218	0.231	0.30834	8	9.6589	0.17097	0.34082	3	3.2259	0.66982	0.7717
"269"	"Terpenoid backbone biosynthesis"	22	-17.035	1	1	33.747	8.8818e-16	1.1213e-13	20.294	0.0012064	0.0043518	5	0.30259	0.95166	0.99703	17	22.923	8.2556e-07	8.3381e-05
"270"	"Th1 and Th2 cell differentiation"	77	7.4288	0.13642	0.57409	-5.8945	0.87066	1	27.487	0.0085658	0.020931	49	20.908	0.078213	0.19425	28	17.924	0.038023	0.11521
"271"	"Th17 cell differentiation"	91	5.3473	0.30538	0.93023	-3.6734	0.74147	1	30.187	0.003919	0.011202	53	22.432	0.048516	0.14	38	20.223	0.039717	0.11639
"272"	"Thermogenesis"	197	-9.5292	0.99997	1	11.459	0.0012752	0.011404	29.144	0.87186	0.94011	81	15.282	0.97879	1	116	25.21	0.76328	0.841
"273"	"Thiamine metabolism"	13	2.0513	0.41501	1	-2.0517	0.66196	0.96626	10.727	0.23483	0.31071	7	8.4932	0.22983	0.41452	6	6.6161	0.40961	0.53962
"274"	"Thyroid cancer"	36	3.6109	0.34736	0.98035	-0.30255	0.48024	0.84111	17.683	0.099573	0.16134	19	14.373	0.084045	0.20703	17	10.538	0.45249	0.58342
"275"	"Thyroid hormone signaling pathway"	114	8.2732	0.14366	0.58824	-4.1337	0.73737	1	33.769	0.001926	0.0062084	63	28.088	0.00083894	0.0059946	51	19.27	0.28062	0.40489
"276"	"Thyroid hormone synthesis"	73	10.099	0.030404	0.18604	-6.335	0.90037	1	24.194	0.084416	0.14132	47	20.717	0.06678	0.17595	26	12.686	0.48533	0.61273
"277"	"Tight junction"	158	-3.8972	0.98886	1	9.9502	0.0056504	0.034242	40.933	7.8461e-05	0.00059434	67	29.035	0.00065775	0.0048609	91	29.022	0.027642	0.09971
"278"	"Toll-like receptor signaling pathway"	94	1.5402	0.71037	1	-0.048123	0.41491	0.77671	24.06	0.33176	0.41198	53	16.244	0.64158	0.79671	41	17.961	0.23408	0.36003
"279"	"Toxoplasmosis"	95	-2.502	0.95295	1	6.0123	0.056082	0.19991	29.666	0.012567	0.028846	47	18.525	0.22036	0.39982	48	23.404	0.011961	0.053297
"280"	"Transcriptional misregulation in cancer"	158	11.65	0.035241	0.20938	-7.4668	0.91182	1	41.062	6.639e-05	0.00052937	99	32.028	0.0037921	0.01715	59	25.708	0.0065494	0.040057
"281"	"Tryptophan metabolism"	42	-6.0802	0.98774	1	15.199	0.00012999	0.0016412	26.924	4.0471e-05	0.00034063	17	14.764	0.059761	0.16313	25	22.723	0.00012066	0.0033238
"282"	"Tuberculosis"	147	-0.60336	0.92307	1	3.112	0.14651	0.39635	31.856	0.10675	0.16847	78	20.422	0.58864	0.76949	69	24.784	0.066588	0.15464
"283"	"Type I diabetes mellitus"	21	11.6	0.0039615	0.0417	-11.341	0.99332	1	14.154	0.13425	0.20544	18	13.098	0.16265	0.33117	3	5.365	0.3658	0.50082
